,Fecha,Titulo,Desripcion,Empresa
10840,11 marzo,Empleo de auxiliar administrativo/a - Blooms Rionegro,"Importante empresa del sector agrícola con sede principal en Rionegro y subsedes en la ceja y la unión, busca para su..", Jiro S.A.
10841,11 marzo,Empleo de Auxiliar Ventas  - Licitaciones,Se requiere persona para laborar como asistente de ventas con experiencia en licitaciones públicas y privadas. Para.., Jiro S.A.
10842,11 marzo,"Empleo de Asesores de cobranza - Asesores de cobranza bachiller , técnico , o tecnologo , universitario","importante empresa requiere personal para realizar negociaciones efectivas con los deudores , que permitan la..", ORGANIZACIÓN SERVICIOS Y ASESORIAS S.A.S.
10843,11 marzo,Empleo de Tecnico Infraestructura - Data Center,"CALI - MEDELLIN - BOGOTA: Se requiere Tecnólogo Electrónico, Eléctrico, o Electromecánico, con minimo 2 años de..", ORGANIZACIÓN SERVICIOS Y ASESORIAS S.A.S.
10844,11 marzo,Empleo de Vendedores Punto Fijo  - Vinculación inmediata ,"Te gusta tener ingresos extras, y deseas tener estabilidad laboral, esta oportunidad es para TI. Buscamos vendedores..", ORGANIZACIÓN SERVICIOS Y ASESORIAS S.A.S.
10845,11 marzo,Empleo de Técnico de soporte Apple - Medellin ,"Importante empresa del sector industrial y comercial solicita Técnico, Tecnólogo o Profesional en Sistemas CERTIFICADO..",
10846,11 marzo,Empleo de Servicios genarales - Disponibilidad de tiempo y laborar horas extras,"Reconocida empresa de la ciudad, dedicada a la realización de montajes para eventos, requiere para conformar su equipo..", Universal Service S.A.S
10847,11 marzo,Empleo de Coordinador de Almacen / Urgente Oferta laboral - Bello Antioquia,"Importante empresa del sector, requiere para su equipo de trabajo personal con los siguientes requisitos: *Tecnólogo o..",
10848,11 marzo,Empleo de Se requiere auxiliar de distribuccion  - Minimo 6 meses de experiencia en empresas de transporte o logistica,Importante compañia ubicada al sur de la ciudad que se dedica ala distribuccion de medicamentos requiere para su.., nexarte servicios temporales s.a
10849,11 marzo,Empleo de Jefe de logistica Urgente Oferta laboral - Bello Antioquia,Importante empresa del sector requiere para su equipo de trabajo los siguientes requisitos: • Garantizar el..,
10850,11 marzo,Empleo de Gran convocatoria el dia 22 enero de 8 am a 4 pm  - con 1 año de experiencia como asesor comercial netamente externo,Importante compañia que presta servicos de pensiones y cesantias requiere para su equipo de trabajo asesor comercial.., nexarte servicios temporales s.a
10851,11 marzo,Empleo de Se requiere auxiliar de cargue y descargue dia y noche - Minimo 6 meses de experiencia,Importante compañía de logística que se dedica ala distribución de medicamentos requiere para su equipo de trabajo.., nexarte servicios temporales s.a
10852,11 marzo,Empleo de Se requiere conductor de tracto camion en la ciudad de medellin  con licencia c3 - minimo 3 año de experiencia conduccion de mula,Importante compañia de logistica que se dedica ala distribuccion de medicamentos requiere para su equipo de trabajo..,
10853,11 marzo,Empleo de Coordinador de trabajo In House ,"Importante empresa del sector minero requiere coordinador in house para laborar en Remedios Antioquia, entre sus..", Contrate SA
10854,11 marzo,Empleo de Auxiliar de conducción ,: Se requiere Auxiliar de conducción con experiencia de mínimo 6 meses y con licencia de conducción (preferible.., Saitemp S.A 
10855,11 marzo,Empleo de Asesor comercial externo en Calle  - Tropa,"ASESOR COMERCIAL EXTERNOS. Responsabilidades: Venta de recargas y servicio de portabilidad, venta de sim cards en..", Staffing de Colombia
10856,11 marzo,Empleo de Asesor Comercial de  Microcredito - con Moto Ciudad Bolivar,"Proservis Temporales S.A.S, solicita personal para laboraren empresa delsector FINANCIERO como Ejecutivo De..", Proservis
10857,11 marzo,Empleo de Coordinadora de gestión humana,"Importante empresa requiere profesional en el área administrativa o en recursos humanos, con cursos o diplomados en..", A'HORA S.A.S.
10858,11 marzo,Empleo de Promotora Rionegro ,"TyS tiene una oferta para ti: Importante empresa del sector, solicita para su equipo de trabajo, promotoras o..", T&S TEMSERVICE S.A.S
10859,11 marzo,Empleo de Almacenista - Medellin,TYS te invita a participar en la siguiente oferta laboral: Importante compañía dedicada al ensamble y fabricación de.., T&S TEMSERVICE S.A.S
10860,11 marzo,Empleo de Administración documental - 3 años de experiencia coordinando o supervisando procesos de administración documental,"Importante empresa ,requiere profesional en Administración documentalo carreras afines que cuente con mínimo 3 años de..",
10861,11 marzo,Empleo de Operario de escuadradora - 1 año de experiencia,"Empresa dedicada a al fabricación y producción de muebles, requiere Bachiller para el cargo de Operario de..",
10862,11 marzo,Empleo de Asesor comercial Medio Tiempo - El Retiro,"Se requiere Bachiller para el cargo de Asesor Comercial, con mínimo (6) Seis meses de experiencia. Funciones: Atención..",
10863,11 marzo,Empleo de Escolta motorizado Medellin,"Se requieren escoltas motorizados con mínimo 6 meses de experiencia. Debe contar con moto de cilindraje de 180 o más,..",
10864,11 marzo,Empleo de Domiciliario,"Bachiller Académico, con 6 meses de experiencia como domiciliario, con conocimiento en servicio al cliente, entrega de..",
10865,11 marzo,Empleo de Conductor grua,"Se requiere Bachiller con Licencia C2 y documentos al día, con experiencia mínima de 24 meses operando camiones grúa;..",
10866,11 marzo,Empleo de Conductor licencia C2 - Con 3 años de Experiencia,"Se requiere Bachiller con Licencia C2 y documentos al día, con experiencia mínima de 36 meses en el sector transporte...",
10867,11 marzo,Empleo de Auxiliar Logístico  - Auxiliar Logístico – con curso de Alturas vigente,Destacada empresa del sector Logístico y Transporte requiere para su equipo de trabajo Auxiliar Logístico con curso de.., SOLUTEMP SAS
10868,11 marzo,Empleo de Asesor call center  - retención,Importante empresa de experiencia cliente y BPOrequiere Asesor Soporte Técnico con los siguientes requisitos:.., Emtelco CX & BPO
10869,11 marzo,Empleo de vendedor manejo de productos en pintura - especilista pintura,"importante cadena de almacenes del sector de hogar y construcción requiere de vendedores especialistas eléctricos, con..", Eficacia
10870,11 marzo,Empleo de Ayudante de construcción girardota,"Empresa de fibra de vidrio ubicada en el norte (girardota)solicita para su equipo de trabajo, operarios.  Requisitos: ..", Tiempos SAS
10871,11 marzo,Empleo de Seguridad en ingreso de personal  - Rionegro Llanogrande ,Reconocida cadena de Supermercados requiere para nuevo punto en Rionegro LLanogrande Vigilante para punto de venta. .., Tiempos SAS
10872,11 marzo,Empleo de Recogidas  - cargue y descargue ,"Importante empresa de distribución, requiere bachilleres, experiencia como auxiliares, cargue y descargue; recogidas,..", Redes Humanas
10873,11 marzo,Empleo de Tecnologo Industrial - Tecnologo industrial,"Empresa líder en Colombia encintas textiles rígidas y elásticas, diferenciándonos con nuestra tecnología, calidad e..", Redes Humanas
10874,11 marzo,Empleo de Líderes punto de venta ,Reconocida cadena de Supermercados requiere para nuevo punto en Rionegro LLanogrande líder de punto de venta. .., Tiempos SAS
10875,11 marzo,Empleo de auxiliar instalador con conocimientos en aluminio ,"Importante empresa solicita para su equipo de trabajo personal con experiencia de 2 años en instalacion, mantenimiento..", Soluciones Inmediatas 
10876,11 marzo,Empleo de Auxiliar de Atracciones Itagüí  - Auxiliar de Atracciones Fines de Semana ,"Reconocida empresa, requiere para sus parques recreativos personal con un nivel académico de bachiller y experiencia..", MANPOWER PROFESSIONAL LTDA
10877,11 marzo,Empleo de auxiliares contables - empresa ubicada en copacabana,"Empresa del sector de construcción requiere auxiliares contables con experiencia mínima de un año en esta área,..", Grupo Accion Plus
10878,11 marzo,Empleo de Conductor  - sector ferretero,"Empresa del sector ferretero requiere bachiller con experiencia como Conductor mínimo de dos años, disponibilidad para..", Ocupar Temporales S.A.
10879,11 marzo,Empleo de practicante de comercio,"Importante empresa de alimentos, requiere : ""practicante de mercadeo"", puede ser estudianteTécnico o Tecnólogo en..", Grupo Accion Plus
10880,11 marzo,Empleo de supernumerario ,"Importante empresa de alimentos requiere ""supernumerario"", para hacer funciones de atencion al cliente, surtido, caja,..", Grupo Accion Plus
10881,11 marzo,Empleo de Asistente Logística,Empresa del sector industrial requiere Tecnóloga en logística o Estudiante de carrera profesional (Ingeniería.., Ocupar Temporales S.A.
10882,11 marzo,Empleo de Diseñador grafico - Urgente ,Importante Agencia de Marketing digital abre sus puertas para los mejores talentos del diseño gráfico digital para..,
10883,11 marzo,Empleo de Agentes Contact center servicio al cliente     - administrativos,"Importante Multinacional de Contact Center, requiere personal para trabajar en servicio al cliente. Formación..", Teleperformance Colombia 
10884,11 marzo,Empleo de Vendedor Puerta a Puerta - Medellin,"Importante empresa de servicios, requiere para su equipo de trabajo vendedores externos qué les motiven realizar..",
10885,11 marzo,Empleo de  Asesor Bilingüe -  Con Nivel Avanzado de Inglés,En OneLink Medellín estamos buscando personas con un alto nivel de inglés para el cargo de Agente de Servicio al.., OneLink BPO
10886,11 marzo,Empleo de Asesor Bilingüe,En OneLink Medellín estamos buscando personas con un alto nivel de inglés para el cargo de Agente de Servicio al.., OneLink BPO
10887,11 marzo,Empleo de Coordinador Atracción de Talento - Psicólogo Bilingüe,¡OneLink el Contact Center de la FELICIDAD está buscando a personas como tú para que hagan parte de esta familia.., OneLink BPO
10888,11 marzo,Empleo de Auditora de calidad  - Confecciones,Importante empresa de confecciones ubicada en la ciudad de Medellin requiere para su equipo de trabajo una auditora de.., COMPLEMENTOS HUMANOS
10889,11 marzo,Empleo de Asesor Atención al Cliente - Con experiencia en Servicio al Cliente,En OneLink Medellín estamos buscando personas con talento humano que quieran convertirse en un Agente de Servicio al.., OneLink BPO
10890,11 marzo,Empleo de Asesor comercial,Importante empresa de la ciudad de medellin requiere para su equipo de trabajo asesores comerciales tener mínimo 6.., COMPLEMENTOS HUMANOS
10891,11 marzo,Empleo de Auxiliar de Diseño - Experiencia en Solidedge 3D Y Excel Avanzado,"Importante empresa metalmecánica, solicita Auxiliar de Diseño con experiencia mínima de un año en realización de..", GESTION Y COMPROMISO
10892,11 marzo,Empleo de Conductor De Traslados,Importante distribuidora de gas solicita CONDUCTOR con experiencia mínima de 2 años como conductor viajero debe contar.., ACTIVOS S A S
10893,11 marzo,Empleo de Operario/a de máquinas de confección - Cerradora de codo,Gran oportunidad laboral para personas con experiencia y manejo de maquinas de confección. Especialmente con.., Mision Empresarial S.A
10894,11 marzo,Empleo de Coordinador de logística,"Se requiere Profesional en Ingeniería de Producción, Industrial, Productividad y Calidad para ocupar el cargo de..",
10895,11 marzo,Empleo de Auxiliar de Reposteria  - Estabilidad Laboral,"Importante empresa del sector de alimentos, requiere un auxiliar de dosimetria y pesaje HOMBRE, de materia prima, debe..", Mision Empresarial S.A
10896,11 marzo,Empleo de asistente de ventas  - Licitaciones,Importante empresa dedicada a la confección industrial requiere para su equipo de trabajo asistente de ventas con.., Jiro S.A.
10897,11 marzo,Empleo de Cajera supernumeraria ,Importante empresa requiere Cajera Supernumeraria con los siguientes requisitos: Estudios: técnica o tecnóloga en.., Jiro S.A.
10898,11 marzo,Empleo de Steward - llano grande ,Importante empresa deloriente antioqueño requierepersonal masculino que cuente conestabilidad laboralyquiera laboral.., Jiro S.A.
10899,11 marzo,Empleo de supervisor/a poscosecha  - Blooms Rionegro ,"Importante empresa del sector agricola, busca para su equipo de trabajo supervisor de pos cosecha para llevar acabo..", Jiro S.A.
10900,11 marzo,Empleo de Coordinador de servicios - Aseo,Importante empresa requiere Coordinador de servicios con las siguientes condiciones: Estudios: tecnología o carrera.., Jiro S.A.
10901,11 marzo,Empleo de Carpintero - Medellín reemplazo 2 meses,Importante empresa de la ciudad de Medellín requiere para su equipo de trabajo personal bachiller con experiencia.., Jiro S.A.
10902,11 marzo,Empleo de Asesor Call Center Ventas,Importante empresa del sector avícola solicita personal BACHILLER O TÉCNICO en mercadeo o afines con experiencia.., Multiempleos S.A.
10903,11 marzo,Empleo de Operario de Planta Preferiblemente Textil,"Se necesita Bachiller, con excelente actitud de trabajo en equipo y compromiso laboral. Con experiencia mínima de 1..", ORGANIZACIÓN SERVICIOS Y ASESORIAS S.A.S.
10904,11 marzo,Empleo de Técnico o tecnólogo en Salud Ocupacional y SST,Empresa de servicios temporales solicita Hombre o Mujer técnico o tecnólogo en Salud Ocupacional para desempeñarse.., Multiempleos S.A.
10905,11 marzo,Empleo de Mensajero con moto - Con pase de moto y carro,"Importante y reconocida organización líder en el suministro y comercialización de material médico quirúrgico,..", ORGANIZACIÓN SERVICIOS Y ASESORIAS S.A.S.
10906,11 marzo,Empleo de Asistente Comercial en el sector Informática y Tecnología,Importante empresa del sector tecnológico requiere con urgencia ASISTENTE COMERCIALconexperiencia ADMINISTRATIVA de.., SERVIMOS LTDA
